seq,payload_len,total_len,t0_ns,t1_ns,rtt_ns,rtt_adj_ns,clock_overhead_ns,remote_turnaround_ns,rx_len,status
7413,4,4,4258803516000,4258803670400,154400,153440,960,0,4,ok
7414,4,4,4258803685040,4258803840800,155760,154800,960,0,4,ok
7415,4,4,4258803855360,4258804054360,199000,198040,960,0,4,ok
7416,4,4,4258804069400,4258804230680,161280,160320,960,0,4,ok
7417,4,4,4258804282440,4258804448120,165680,164720,960,0,4,ok
7418,4,4,4258804462880,4258804618040,155160,154200,960,0,4,ok
7419,4,4,4258804632640,4258804786840,154200,153240,960,0,4,ok
7420,4,4,4258804801520,4258804958000,156480,155520,960,0,4,ok
7421,4,4,4258804972640,4258805126920,154280,153320,960,0,4,ok
7422,4,4,4258805141720,4258805296320,154600,153640,960,0,4,ok
7423,4,4,4258805310920,4258805465080,154160,153200,960,0,4,ok
7424,4,4,4258805479920,4258805635240,155320,154360,960,0,4,ok
7425,4,4,4258805649880,4258805804040,154160,153200,960,0,4,ok
7426,4,4,4258805818600,4258805975240,156640,155680,960,0,4,ok
7427,4,4,4258805989800,4258806144160,154360,153400,960,0,4,ok
7428,4,4,4258806158960,4258806314080,155120,154160,960,0,4,ok
7429,4,4,4258806328640,4258806482960,154320,153360,960,0,4,ok
7430,4,4,4258806497720,4258806652360,154640,153680,960,0,4,ok
7431,4,4,4258806667000,4258806820720,153720,152760,960,0,4,ok
7432,4,4,4258806835240,4258806991360,156120,155160,960,0,4,ok
7433,4,4,4258807005960,4258807160760,154800,153840,960,0,4,ok
7434,4,4,4258807237720,4258807408080,170360,169400,960,0,4,ok
7435,4,4,4258807422760,4258807577320,154560,153600,960,0,4,ok
7436,4,4,4258807592000,4258807746120,154120,153160,960,0,4,ok
7437,4,4,4258807760600,4258807914520,153920,152960,960,0,4,ok
7438,4,4,4258807929120,4258808134360,205240,204280,960,0,4,ok
7439,4,4,4258808149120,4258808308720,159600,158640,960,0,4,ok
7440,4,4,4258808323360,4258808478000,154640,153680,960,0,4,ok
7441,4,4,4258808492520,4258808647840,155320,154360,960,0,4,ok
7442,4,4,4258808662480,4258808816480,154000,153040,960,0,4,ok
7443,4,4,4258808831000,4258808986200,155200,154240,960,0,4,ok
7444,4,4,4258809000840,4258809156680,155840,154880,960,0,4,ok
7445,4,4,4258809171200,4258809326400,155200,154240,960,0,4,ok
7446,4,4,4258809341040,4258809495120,154080,153120,960,0,4,ok
7447,4,4,4258809509600,4258809664880,155280,154320,960,0,4,ok
7448,4,4,4258809679480,4258809833720,154240,153280,960,0,4,ok
7449,4,4,4258809848240,4258810003120,154880,153920,960,0,4,ok
7450,4,4,4258810017800,4258810174280,156480,155520,960,0,4,ok
7451,4,4,4258810226880,4258810393480,166600,165640,960,0,4,ok
7452,4,4,4258810408200,4258810563400,155200,154240,960,0,4,ok
7453,4,4,4258810577920,4258810732800,154880,153920,960,0,4,ok
7454,4,4,4258810747480,4258810901840,154360,153400,960,0,4,ok
7455,4,4,4258810916680,4258811071240,154560,153600,960,0,4,ok
7456,4,4,4258811085760,4258811241240,155480,154520,960,0,4,ok
7457,4,4,4258811255840,4258811411000,155160,154200,960,0,4,ok
7458,4,4,4258811425600,4258811579560,153960,153000,960,0,4,ok
7459,4,4,4258811594240,4258811748800,154560,153600,960,0,4,ok
7460,4,4,4258811763440,4258811917560,154120,153160,960,0,4,ok
7461,4,4,4258811932240,4258812134120,201880,200920,960,0,4,ok
7462,4,4,4258812148960,4258812309840,160880,159920,960,0,4,ok
7463,4,4,4258812324520,4258812478400,153880,152920,960,0,4,ok
7464,4,4,4258812492960,4258812648400,155440,154480,960,0,4,ok
7465,4,4,4258812662960,4258812817160,154200,153240,960,0,4,ok
7466,4,4,4258812831800,4258812987120,155320,154360,960,0,4,ok
7467,4,4,4258813038520,4258813202720,164200,163240,960,0,4,ok
7468,4,4,4258813217360,4258813375200,157840,156880,960,0,4,ok
7469,4,4,4258813389880,4258813545320,155440,154480,960,0,4,ok
7470,4,4,4258813560000,4258813715280,155280,154320,960,0,4,ok
7471,4,4,4258813729920,4258813884200,154280,153320,960,0,4,ok
7472,4,4,4258813898800,4258814053920,155120,154160,960,0,4,ok
7473,4,4,4258814068560,4258814223080,154520,153560,960,0,4,ok
7474,4,4,4258814237720,4258814394160,156440,155480,960,0,4,ok
7475,4,4,4258814408960,4258814564280,155320,154360,960,0,4,ok
7476,4,4,4258814578800,4258814733920,155120,154160,960,0,4,ok
7477,4,4,4258814748600,4258814903960,155360,154400,960,0,4,ok
7478,4,4,4258814918640,4258815073680,155040,154080,960,0,4,ok
7479,4,4,4258815088360,4258815243040,154680,153720,960,0,4,ok
7480,4,4,4258815257680,4258815414400,156720,155760,960,0,4,ok
7481,4,4,4258815429120,4258815584720,155600,154640,960,0,4,ok
7482,4,4,4258815599360,4258815754760,155400,154440,960,0,4,ok
7483,4,4,4258815769360,4258815923360,154000,153040,960,0,4,ok
7484,4,4,4258815970960,4258816181320,210360,209400,960,0,4,ok
7485,4,4,4258816196200,4258816355520,159320,158360,960,0,4,ok
7486,4,4,4258816370040,4258816526320,156280,155320,960,0,4,ok
7487,4,4,4258816540920,4258816696040,155120,154160,960,0,4,ok
7488,4,4,4258816710480,4258816864280,153800,152840,960,0,4,ok
7489,4,4,4258816879040,4258817035120,156080,155120,960,0,4,ok
7490,4,4,4258817049600,4258817203960,154360,153400,960,0,4,ok
7491,4,4,4258817218600,4258817374080,155480,154520,960,0,4,ok
7492,4,4,4258817388600,4258817543640,155040,154080,960,0,4,ok
7493,4,4,4258817558320,4258817713800,155480,154520,960,0,4,ok
7494,4,4,4258817728160,4258817882160,154000,153040,960,0,4,ok
7495,4,4,4258817896800,4258818051920,155120,154160,960,0,4,ok
7496,4,4,4258818066480,4258818220640,154160,153200,960,0,4,ok
7497,4,4,4258818235320,4258818390840,155520,154560,960,0,4,ok
7498,4,4,4258818405360,4258818561400,156040,155080,960,0,4,ok
7499,4,4,4258818576120,4258818731720,155600,154640,960,0,4,ok
7500,4,4,4258818811720,4258818984360,172640,171680,960,0,4,ok
7501,4,4,4258818999240,4258819155320,156080,155120,960,0,4,ok
7502,4,4,4258819170160,4258819325080,154920,153960,960,0,4,ok
7503,4,4,4258819339680,4258819494680,155000,154040,960,0,4,ok
7504,4,4,4258819509280,4258819665440,156160,155200,960,0,4,ok
7505,4,4,4258819680120,4258819835080,154960,154000,960,0,4,ok
7506,4,4,4258819849960,4258820051120,201160,200200,960,0,4,ok
7507,4,4,4258820066520,4258820228960,162440,161480,960,0,4,ok
7508,4,4,4258820243720,4258820396840,153120,152160,960,0,4,ok
7509,4,4,4258820411520,4258820565280,153760,152800,960,0,4,ok
7510,4,4,4258820579960,4258820734840,154880,153920,960,0,4,ok
7511,4,4,4258820749480,4258820903600,154120,153160,960,0,4,ok
7512,4,4,4258820918400,4258821070800,152400,151440,960,0,4,ok
7513,4,4,4258821085480,4258821238800,153320,152360,960,0,4,ok
7514,4,4,4258821253400,4258821406360,152960,152000,960,0,4,ok
7515,4,4,4258821421040,4258821574960,153920,152960,960,0,4,ok
7516,4,4,4258821589760,4258821743800,154040,153080,960,0,4,ok
7517,4,4,4258821797000,4258821962680,165680,164720,960,0,4,ok
7518,4,4,4258821977400,4258822132200,154800,153840,960,0,4,ok
7519,4,4,4258822147040,4258822301200,154160,153200,960,0,4,ok
7520,4,4,4258822315720,4258822469560,153840,152880,960,0,4,ok
7521,4,4,4258822484240,4258822638000,153760,152800,960,0,4,ok
7522,4,4,4258822652480,4258822808240,155760,154800,960,0,4,ok
7523,4,4,4258822822800,4258822976720,153920,152960,960,0,4,ok
7524,4,4,4258822991200,4258823144680,153480,152520,960,0,4,ok
7525,4,4,4258823159320,4258823312960,153640,152680,960,0,4,ok
7526,4,4,4258823327480,4258823481240,153760,152800,960,0,4,ok
7527,4,4,4258823495920,4258823650280,154360,153400,960,0,4,ok
7528,4,4,4258823664720,4258823819880,155160,154200,960,0,4,ok
7529,4,4,4258823834600,4258823988080,153480,152520,960,0,4,ok
7530,4,4,4258824049960,4258824212760,162800,161840,960,0,4,ok
7531,4,4,4258824227760,4258824382000,154240,153280,960,0,4,ok
7532,4,4,4258824396160,4258824548960,152800,151840,960,0,4,ok
7533,4,4,4258824563560,4258824716000,152440,151480,960,0,4,ok
7534,4,4,4258824766440,4258824932800,166360,165400,960,0,4,ok
7535,4,4,4258824947280,4258825102880,155600,154640,960,0,4,ok
7536,4,4,4258825117320,4258825271240,153920,152960,960,0,4,ok
7537,4,4,4258825285720,4258825440200,154480,153520,960,0,4,ok
7538,4,4,4258825454680,4258825608200,153520,152560,960,0,4,ok
7539,4,4,4258825622840,4258825777360,154520,153560,960,0,4,ok
7540,4,4,4258825791720,4258825947400,155680,154720,960,0,4,ok
7541,4,4,4258825961880,4258826116440,154560,153600,960,0,4,ok
7542,4,4,4258826130920,4258826284880,153960,153000,960,0,4,ok
7543,4,4,4258826299440,4258826454320,154880,153920,960,0,4,ok
7544,4,4,4258826468800,4258826622560,153760,152800,960,0,4,ok
7545,4,4,4258826637000,4258826790920,153920,152960,960,0,4,ok
7546,4,4,4258826805440,4258826961000,155560,154600,960,0,4,ok
7547,4,4,4258826975640,4258827130240,154600,153640,960,0,4,ok
7548,4,4,4258827144880,4258827298440,153560,152600,960,0,4,ok
7549,4,4,4258827312840,4258827466560,153720,152760,960,0,4,ok
7550,4,4,4258827513240,4258827677680,164440,163480,960,0,4,ok
7551,4,4,4258827692280,4258827848440,156160,155200,960,0,4,ok
7552,4,4,4258827862960,4258828063840,200880,199920,960,0,4,ok
7553,4,4,4258828078840,4258828240880,162040,161080,960,0,4,ok
7554,4,4,4258828255640,4258828408680,153040,152080,960,0,4,ok
7555,4,4,4258828423160,4258828578360,155200,154240,960,0,4,ok
7556,4,4,4258828593040,4258828746200,153160,152200,960,0,4,ok
7557,4,4,4258828760760,4258828914840,154080,153120,960,0,4,ok
7558,4,4,4258828929440,4258829082880,153440,152480,960,0,4,ok
7559,4,4,4258829097200,4258829251760,154560,153600,960,0,4,ok
7560,4,4,4258829266360,4258829419400,153040,152080,960,0,4,ok
7561,4,4,4258829433760,4258829587880,154120,153160,960,0,4,ok
7562,4,4,4258829602520,4258829754960,152440,151480,960,0,4,ok
7563,4,4,4258829769480,4258829924560,155080,154120,960,0,4,ok
7564,4,4,4258829939200,4258830094600,155400,154440,960,0,4,ok
7565,4,4,4258830109080,4258830264120,155040,154080,960,0,4,ok
7566,4,4,4258830278760,4258830431280,152520,151560,960,0,4,ok
7567,4,4,4258830511760,4258830683960,172200,171240,960,0,4,ok
7568,4,4,4258830698800,4258830853120,154320,153360,960,0,4,ok
7569,4,4,4258830867480,4258831021400,153920,152960,960,0,4,ok
7570,4,4,4258831036000,4258831192640,156640,155680,960,0,4,ok
7571,4,4,4258831206880,4258831361360,154480,153520,960,0,4,ok
7572,4,4,4258831376000,4258831529440,153440,152480,960,0,4,ok
7573,4,4,4258831543680,4258831697680,154000,153040,960,0,4,ok
7574,4,4,4258831712480,4258831866520,154040,153080,960,0,4,ok
7575,4,4,4258831880800,4258832085800,205000,204040,960,0,4,ok
7576,4,4,4258832100920,4258832262920,162000,161040,960,0,4,ok
7577,4,4,4258832277440,4258832432600,155160,154200,960,0,4,ok
7578,4,4,4258832447440,4258832601680,154240,153280,960,0,4,ok
7579,4,4,4258832616160,4258832781960,165800,164840,960,0,4,ok
7580,4,4,4258832796600,4258832951680,155080,154120,960,0,4,ok
7581,4,4,4258832966120,4258833120040,153920,152960,960,0,4,ok
7582,4,4,4258833134560,4258833291760,157200,156240,960,0,4,ok
7583,4,4,4258833344280,4258833509760,165480,164520,960,0,4,ok
7584,4,4,4258833524480,4258833679360,154880,153920,960,0,4,ok
7585,4,4,4258833694000,4258833848760,154760,153800,960,0,4,ok
7586,4,4,4258833863480,4258834018840,155360,154400,960,0,4,ok
7587,4,4,4258834033680,4258834188640,154960,154000,960,0,4,ok
7588,4,4,4258834203280,4258834358920,155640,154680,960,0,4,ok
7589,4,4,4258834373520,4258834527840,154320,153360,960,0,4,ok
7590,4,4,4258834542400,4258834696720,154320,153360,960,0,4,ok
7591,4,4,4258834711520,4258834866080,154560,153600,960,0,4,ok
7592,4,4,4258834880760,4258835034400,153640,152680,960,0,4,ok
7593,4,4,4258835049080,4258835203240,154160,153200,960,0,4,ok
7594,4,4,4258835217920,4258835373200,155280,154320,960,0,4,ok
7595,4,4,4258835387960,4258835542400,154440,153480,960,0,4,ok
7596,4,4,4258835557240,4258835711640,154400,153440,960,0,4,ok
7597,4,4,4258835726280,4258835880480,154200,153240,960,0,4,ok
7598,4,4,4258835895080,4258836112600,217520,216560,960,0,4,ok
7599,4,4,4258836127680,4258836287080,159400,158440,960,0,4,ok
7600,4,4,4258836339600,4258836506600,167000,166040,960,0,4,ok
7601,4,4,4258836521160,4258836676120,154960,154000,960,0,4,ok
7602,4,4,4258836690920,4258836843840,152920,151960,960,0,4,ok
7603,4,4,4258836858280,4258837011720,153440,152480,960,0,4,ok
7604,4,4,4258837026440,4258837179600,153160,152200,960,0,4,ok
7605,4,4,4258837194080,4258837347600,153520,152560,960,0,4,ok
7606,4,4,4258837362320,4258837517800,155480,154520,960,0,4,ok
7607,4,4,4258837532280,4258837686000,153720,152760,960,0,4,ok
7608,4,4,4258837700600,4258837854280,153680,152720,960,0,4,ok
7609,4,4,4258837868800,4258838022080,153280,152320,960,0,4,ok
7610,4,4,4258838036640,4258838190160,153520,152560,960,0,4,ok
7611,4,4,4258838204640,4258838358160,153520,152560,960,0,4,ok
7612,4,4,4258838372720,4258838527440,154720,153760,960,0,4,ok
7613,4,4,4258838542000,4258838695200,153200,152240,960,0,4,ok
7614,4,4,4258838709840,4258838863200,153360,152400,960,0,4,ok
7615,4,4,4258838877640,4258839031360,153720,152760,960,0,4,ok
7616,4,4,4258839046000,4258839198960,152960,152000,960,0,4,ok
7617,4,4,4258839245520,4258839409440,163920,162960,960,0,4,ok
7618,4,4,4258839424080,4258839581520,157440,156480,960,0,4,ok
7619,4,4,4258839596160,4258839751320,155160,154200,960,0,4,ok
7620,4,4,4258839765960,4258839920440,154480,153520,960,0,4,ok
7621,4,4,4258839935040,4258840138680,203640,202680,960,0,4,ok
7622,4,4,4258840153560,4258840312520,158960,158000,960,0,4,ok
7623,4,4,4258840327120,4258840482160,155040,154080,960,0,4,ok
7624,4,4,4258840496800,4258840654360,157560,156600,960,0,4,ok
7625,4,4,4258840669120,4258840823760,154640,153680,960,0,4,ok
7626,4,4,4258840838600,4258840993960,155360,154400,960,0,4,ok
7627,4,4,4258841008720,4258841163080,154360,153400,960,0,4,ok
7628,4,4,4258841177800,4258841333160,155360,154400,960,0,4,ok
7629,4,4,4258841348000,4258841502400,154400,153440,960,0,4,ok
7630,4,4,4258841517440,4258841673880,156440,155480,960,0,4,ok
7631,4,4,4258841688640,4258841842760,154120,153160,960,0,4,ok
7632,4,4,4258841857480,4258842012280,154800,153840,960,0,4,ok
7633,4,4,4258842093120,4258842264960,171840,170880,960,0,4,ok
7634,4,4,4258842280080,4258842435160,155080,154120,960,0,4,ok
7635,4,4,4258842449920,4258842605000,155080,154120,960,0,4,ok
7636,4,4,4258842619600,4258842776200,156600,155640,960,0,4,ok
7637,4,4,4258842790920,4258842946440,155520,154560,960,0,4,ok
7638,4,4,4258842961200,4258843115960,154760,153800,960,0,4,ok
7639,4,4,4258843130520,4258843285160,154640,153680,960,0,4,ok
7640,4,4,4258843299840,4258843454480,154640,153680,960,0,4,ok
7641,4,4,4258843469160,4258843624640,155480,154520,960,0,4,ok
7642,4,4,4258843639400,4258843796360,156960,156000,960,0,4,ok
7643,4,4,4258843810920,4258843965800,154880,153920,960,0,4,ok
7644,4,4,4258843980400,4258844160560,180160,179200,960,0,4,ok
7645,4,4,4258844175480,4258844327000,151520,150560,960,0,4,ok
7646,4,4,4258844341520,4258844495320,153800,152840,960,0,4,ok
7647,4,4,4258844510000,4258844664520,154520,153560,960,0,4,ok
7648,4,4,4258844678840,4258844833400,154560,153600,960,0,4,ok
7649,4,4,4258844847960,4258845002640,154680,153720,960,0,4,ok
7650,4,4,4258845056200,4258845221040,164840,163880,960,0,4,ok
7651,4,4,4258845235640,4258845391600,155960,155000,960,0,4,ok
7652,4,4,4258845406120,4258845559480,153360,152400,960,0,4,ok
7653,4,4,4258845573960,4258845728840,154880,153920,960,0,4,ok
7654,4,4,4258845743120,4258845899480,156360,155400,960,0,4,ok
7655,4,4,4258845914000,4258846069040,155040,154080,960,0,4,ok
7656,4,4,4258846083320,4258846236720,153400,152440,960,0,4,ok
7657,4,4,4258846251280,4258846405880,154600,153640,960,0,4,ok
7658,4,4,4258846420080,4258846574280,154200,153240,960,0,4,ok
7659,4,4,4258846588800,4258846743720,154920,153960,960,0,4,ok
7660,4,4,4258846758040,4258846913480,155440,154480,960,0,4,ok
7661,4,4,4258846928000,4258847083280,155280,154320,960,0,4,ok
7662,4,4,4258847097560,4258847251760,154200,153240,960,0,4,ok
7663,4,4,4258847266240,4258847421880,155640,154680,960,0,4,ok
7664,4,4,4258847436120,4258847589880,153760,152800,960,0,4,ok
7665,4,4,4258847604400,4258847759160,154760,153800,960,0,4,ok
7666,4,4,4258847805320,4258847970520,165200,164240,960,0,4,ok
7667,4,4,4258847985360,4258848198280,212920,211960,960,0,4,ok
7668,4,4,4258848213440,4258848370240,156800,155840,960,0,4,ok
7669,4,4,4258848384720,4258848538680,153960,153000,960,0,4,ok
7670,4,4,4258848553160,4258848707920,154760,153800,960,0,4,ok
7671,4,4,4258848722440,4258848876160,153720,152760,960,0,4,ok
7672,4,4,4258848890800,4258849046880,156080,155120,960,0,4,ok
7673,4,4,4258849061280,4258849215600,154320,153360,960,0,4,ok
7674,4,4,4258849230080,4258849384920,154840,153880,960,0,4,ok
7675,4,4,4258849399440,4258849553400,153960,153000,960,0,4,ok
7676,4,4,4258849568040,4258849721720,153680,152720,960,0,4,ok
7677,4,4,4258849736200,4258849889680,153480,152520,960,0,4,ok
7678,4,4,4258849904120,4258850059280,155160,154200,960,0,4,ok
7679,4,4,4258850073840,4258850227160,153320,152360,960,0,4,ok
7680,4,4,4258850241720,4258850395280,153560,152600,960,0,4,ok
7681,4,4,4258850409760,4258850563440,153680,152720,960,0,4,ok
7682,4,4,4258850577880,4258850731600,153720,152760,960,0,4,ok
7683,4,4,4258850818760,4258850992920,174160,173200,960,0,4,ok
7684,4,4,4258851007400,4258851166480,159080,158120,960,0,4,ok
7685,4,4,4258851181200,4258851336680,155480,154520,960,0,4,ok
7686,4,4,4258851351080,4258851506280,155200,154240,960,0,4,ok
7687,4,4,4258851520800,4258851675160,154360,153400,960,0,4,ok
7688,4,4,4258851689720,4258851844320,154600,153640,960,0,4,ok
7689,4,4,4258851858800,4258852058920,200120,199160,960,0,4,ok
7690,4,4,4258852073920,4258852240160,166240,165280,960,0,4,ok
7691,4,4,4258852254840,4258852408920,154080,153120,960,0,4,ok
7692,4,4,4258852423480,4258852578880,155400,154440,960,0,4,ok
7693,4,4,4258852593440,4258852748160,154720,153760,960,0,4,ok
7694,4,4,4258852762680,4258852918280,155600,154640,960,0,4,ok
7695,4,4,4258852932920,4258853086600,153680,152720,960,0,4,ok
7696,4,4,4258853101040,4258853258240,157200,156240,960,0,4,ok
7697,4,4,4258853272840,4258853427200,154360,153400,960,0,4,ok
7698,4,4,4258853441760,4258853596880,155120,154160,960,0,4,ok
7699,4,4,4258853611560,4258853765480,153920,152960,960,0,4,ok
7700,4,4,4258853845120,4258854016400,171280,170320,960,0,4,ok
7701,4,4,4258854030960,4258854189520,158560,157600,960,0,4,ok
7702,4,4,4258854204240,4258854359680,155440,154480,960,0,4,ok
7703,4,4,4258854374320,4258854529680,155360,154400,960,0,4,ok
7704,4,4,4258854544200,4258854699280,155080,154120,960,0,4,ok
7705,4,4,4258854713920,4258854868400,154480,153520,960,0,4,ok
7706,4,4,4258854882840,4258855038400,155560,154600,960,0,4,ok
7707,4,4,4258855053360,4258855209960,156600,155640,960,0,4,ok
7708,4,4,4258855224480,4258855379680,155200,154240,960,0,4,ok
7709,4,4,4258855394320,4258855548480,154160,153200,960,0,4,ok
7710,4,4,4258855562920,4258855718000,155080,154120,960,0,4,ok
7711,4,4,4258855732840,4258855887640,154800,153840,960,0,4,ok
7712,4,4,4258855902120,4258856111680,209560,208600,960,0,4,ok
7713,4,4,4258856126760,4258856288680,161920,160960,960,0,4,ok
7714,4,4,4258856303320,4258856459200,155880,154920,960,0,4,ok
7715,4,4,4258856473840,4258856629240,155400,154440,960,0,4,ok
7716,4,4,4258856682920,4258856850080,167160,166200,960,0,4,ok
7717,4,4,4258856865080,4258857021440,156360,155400,960,0,4,ok
7718,4,4,4258857035920,4258857190520,154600,153640,960,0,4,ok
7719,4,4,4258857205160,4258857362640,157480,156520,960,0,4,ok
7720,4,4,4258857377200,4258857533560,156360,155400,960,0,4,ok
7721,4,4,4258857548360,4258857703880,155520,154560,960,0,4,ok
7722,4,4,4258857718320,4258857873160,154840,153880,960,0,4,ok
7723,4,4,4258857887800,4258858042280,154480,153520,960,0,4,ok
7724,4,4,4258858056800,4258858212240,155440,154480,960,0,4,ok
7725,4,4,4258858227040,4258858384440,157400,156440,960,0,4,ok
7726,4,4,4258858398840,4258858553680,154840,153880,960,0,4,ok
7727,4,4,4258858568280,4258858722520,154240,153280,960,0,4,ok
7728,4,4,4258858737040,4258858892480,155440,154480,960,0,4,ok
7729,4,4,4258858907240,4258859062120,154880,153920,960,0,4,ok
7730,4,4,4258859076600,4258859230800,154200,153240,960,0,4,ok
7731,4,4,4258859245400,4258859402320,156920,155960,960,0,4,ok
7732,4,4,4258859416840,4258859573040,156200,155240,960,0,4,ok
7733,4,4,4258859620120,4258859786040,165920,164960,960,0,4,ok
7734,4,4,4258859800760,4258859956320,155560,154600,960,0,4,ok
7735,4,4,4258859970840,4258860173120,202280,201320,960,0,4,ok
7736,4,4,4258860188040,4258860347920,159880,158920,960,0,4,ok
7737,4,4,4258860362400,4258860518400,156000,155040,960,0,4,ok
7738,4,4,4258860533040,4258860688760,155720,154760,960,0,4,ok
7739,4,4,4258860703200,4258860857760,154560,153600,960,0,4,ok
7740,4,4,4258860872440,4258861028680,156240,155280,960,0,4,ok
7741,4,4,4258861043200,4258861198120,154920,153960,960,0,4,ok
7742,4,4,4258861212720,4258861368080,155360,154400,960,0,4,ok
7743,4,4,4258861382600,4258861539200,156600,155640,960,0,4,ok
7744,4,4,4258861553920,4258861709800,155880,154920,960,0,4,ok
7745,4,4,4258861724320,4258861878600,154280,153320,960,0,4,ok
7746,4,4,4258861893320,4258862048880,155560,154600,960,0,4,ok
7747,4,4,4258862063400,4258862217840,154440,153480,960,0,4,ok
7748,4,4,4258862232520,4258862387920,155400,154440,960,0,4,ok
7749,4,4,4258862438240,4258862607120,168880,167920,960,0,4,ok
7750,4,4,4258862621880,4258862778080,156200,155240,960,0,4,ok
7751,4,4,4258862792880,4258862948400,155520,154560,960,0,4,ok
7752,4,4,4258862963000,4258863118480,155480,154520,960,0,4,ok
7753,4,4,4258863133160,4258863288160,155000,154040,960,0,4,ok
7754,4,4,4258863303080,4258863457960,154880,153920,960,0,4,ok
7755,4,4,4258863472760,4258863629720,156960,156000,960,0,4,ok
7756,4,4,4258863644400,4258863799800,155400,154440,960,0,4,ok
7757,4,4,4258863814320,4258863969320,155000,154040,960,0,4,ok
7758,4,4,4258863984040,4258864194680,210640,209680,960,0,4,ok
7759,4,4,4258864209840,4258864364960,155120,154160,960,0,4,ok
7760,4,4,4258864379680,4258864533480,153800,152840,960,0,4,ok
7761,4,4,4258864548160,4258864703680,155520,154560,960,0,4,ok
7762,4,4,4258864718400,4258864872760,154360,153400,960,0,4,ok
7763,4,4,4258864887720,4258865040320,152600,151640,960,0,4,ok
7764,4,4,4258865055000,4258865208560,153560,152600,960,0,4,ok
7765,4,4,4258865223240,4258865376240,153000,152040,960,0,4,ok
7766,4,4,4258865457800,4258865628400,170600,169640,960,0,4,ok
7767,4,4,4258865642920,4258865800400,157480,156520,960,0,4,ok
7768,4,4,4258865815160,4258865969480,154320,153360,960,0,4,ok
7769,4,4,4258865984000,4258866137760,153760,152800,960,0,4,ok
7770,4,4,4258866152440,4258866306840,154400,153440,960,0,4,ok
7771,4,4,4258866321320,4258866475400,154080,153120,960,0,4,ok
7772,4,4,4258866490080,4258866644120,154040,153080,960,0,4,ok
7773,4,4,4258866658680,4258866814520,155840,154880,960,0,4,ok
7774,4,4,4258866829280,4258866983920,154640,153680,960,0,4,ok
7775,4,4,4258866998400,4258867152640,154240,153280,960,0,4,ok
7776,4,4,4258867167240,4258867321280,154040,153080,960,0,4,ok
7777,4,4,4258867335800,4258867489640,153840,152880,960,0,4,ok
7778,4,4,4258867504360,4258867658920,154560,153600,960,0,4,ok
7779,4,4,4258867673400,4258867829920,156520,155560,960,0,4,ok
7780,4,4,4258867844640,4258867999160,154520,153560,960,0,4,ok
7781,4,4,4258868061160,4258868224920,163760,162800,960,0,4,ok
7782,4,4,4258868239680,4258868392720,153040,152080,960,0,4,ok
7783,4,4,4258868445400,4258868611200,165800,164840,960,0,4,ok
7784,4,4,4258868626040,4258868780800,154760,153800,960,0,4,ok
7785,4,4,4258868795680,4258868952960,157280,156320,960,0,4,ok
7786,4,4,4258868967600,4258869122080,154480,153520,960,0,4,ok
7787,4,4,4258869136760,4258869292040,155280,154320,960,0,4,ok
7788,4,4,4258869306600,4258869461880,155280,154320,960,0,4,ok
7789,4,4,4258869476560,4258869631760,155200,154240,960,0,4,ok
7790,4,4,4258869646560,4258869800560,154000,153040,960,0,4,ok
7791,4,4,4258869815160,4258869971480,156320,155360,960,0,4,ok
7792,4,4,4258869986120,4258870140960,154840,153880,960,0,4,ok
7793,4,4,4258870155640,4258870310440,154800,153840,960,0,4,ok
7794,4,4,4258870325080,4258870479960,154880,153920,960,0,4,ok
7795,4,4,4258870494560,4258870650720,156160,155200,960,0,4,ok
7796,4,4,4258870665560,4258870820040,154480,153520,960,0,4,ok
7797,4,4,4258870834720,4258870991840,157120,156160,960,0,4,ok
7798,4,4,4258871006480,4258871161240,154760,153800,960,0,4,ok
7799,4,4,4258871208480,4258871375080,166600,165640,960,0,4,ok
7800,4,4,4258871389800,4258871543720,153920,152960,960,0,4,ok
7801,4,4,4258871558680,4258871713920,155240,154280,960,0,4,ok
7802,4,4,4258871728720,4258871882720,154000,153040,960,0,4,ok
7803,4,4,4258871897400,4258872106880,209480,208520,960,0,4,ok
7804,4,4,4258872122160,4258872280960,158800,157840,960,0,4,ok
7805,4,4,4258872295600,4258872450440,154840,153880,960,0,4,ok
7806,4,4,4258872465040,4258872618880,153840,152880,960,0,4,ok
7807,4,4,4258872633640,4258872788440,154800,153840,960,0,4,ok
7808,4,4,4258872803320,4258872957720,154400,153440,960,0,4,ok
7809,4,4,4258872972240,4258873127520,155280,154320,960,0,4,ok
7810,4,4,4258873142200,4258873296760,154560,153600,960,0,4,ok
7811,4,4,4258873311560,4258873466880,155320,154360,960,0,4,ok
7812,4,4,4258873481520,4258873636600,155080,154120,960,0,4,ok
7813,4,4,4258873651320,4258873806160,154840,153880,960,0,4,ok
7814,4,4,4258873821040,4258873975360,154320,153360,960,0,4,ok
7815,4,4,4258873990000,4258874147280,157280,156320,960,0,4,ok
7816,4,4,4258874198800,4258874365640,166840,165880,960,0,4,ok
7817,4,4,4258874380400,4258874536440,156040,155080,960,0,4,ok
7818,4,4,4258874550920,4258874704360,153440,152480,960,0,4,ok
7819,4,4,4258874719080,4258874873960,154880,153920,960,0,4,ok
7820,4,4,4258874888520,4258875042840,154320,153360,960,0,4,ok
7821,4,4,4258875057520,4258875213680,156160,155200,960,0,4,ok
